tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1783180695956754921',"Dzisiaj alarmowałem, że cena maksymalna za prąd 693 zł/MWh dla przedsiębiorców to zbyt wysoki poziom przy obecnych cenach rynkowych. Przedsiębiorcy tracą konkurencyjność, ponad 8 tys. osób jest zwalnianych w ramach zwolnień grupowych. Apelowałem o 500 zł/MWh.

Ale nawet nie pomyślałem, że przedsiębiorcy mogą usłyszeć jeszcze gorszą informację. 

Pani @hennigkloska zapominała złożyć wniosek o notyfikacje pomocy dla przedsiębiorców. 

Innymi słowy ceny prądu dla przedsiębiorców będą noLimit!",pl,Tweet,24,1351,458,537,127514,2024-04-24 19:06:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GL8hY73XgAQgtSu.jpg
'1783059039116751268',🔴 Sejm | Konferencja prasowa PiS https://t.co/rJN0PTWJPk,pl,Retweet,2,147,57,44,13938,2024-04-24 11:02:57,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",,https://twitter.com/i/broadcasts/1mnGeporwDaKX,,
'1783056868803269116',"Tymczasem w centrum sterowania koalicji rządowej... 

Za chwilę moja konferencja na ten temat. Stay tuned. https://t.co/jKRNCi6W0w",pl,Tweet,37,2722,501,904,176421,2024-04-24 10:54:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GL6wOHoXUAAWMab.jpg
'1782726331345629671',Kij w szprychy.,pl,Tweet,12,2274,660,261,82704,2024-04-23 13:00:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1782690517240644069',Zwycięstwo! 💪,pl,Tweet,28,2190,370,1493,259491,2024-04-23 10:38:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1782422948235620516',"Sprawa jest poważna! Mania, nasz piękny manul, została zdyskwalifikowana w konkursie! Dla mnie - podobnie jak dla tysięcy głosujących - jest zwyciężczynią! Warto odwiedzić Manię w poznańskim ZOO 🐈😻",pl,Tweet,115,4181,432,429,469445,2024-04-22 16:55:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1781394877269315926',W Elblągu czuć wiatr pozytywnych zmian. Wybór jest prosty. Wszyscy głosują na @SliwkaAndrzej!,pl,Tweet,8,1708,363,379,81445,2024-04-19 20:50:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1781328894005490152',"💥 2️⃣1️⃣ kwietnia postaw na ZMIANĘ❗️

W najbliższą niedzielę II tura wyborów prezydenckich w Elblągu♥️

Proszę o Twój głos 🗳

#ELBLĄGwSERCU #AndrzejŚliwka #LepszyElbląg #ŚLIWKAnaPREZYDENTA https://t.co/JbhRGuhcoP",pl,Retweet,3,506,163,77,72438,2024-04-19 16:27:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#ELBLĄGwSERCU,#AndrzejŚliwka,#LepszyElbląg,#ŚLIWKAnaPREZYDENTA",,video,https://video.twimg.com/amplify_video/1781325887750701056/vid/avc1/1280x720/iXgMNaG6riCFe7Wp.mp4?tag=14
'1781339403383718200',"Platforma Obywatelska jako partia walcząca o niskie bezrobocie i wysokie pensje Polaków. Piekło zamarzło 🙃

A na serio – to szybkie przypomnienie: 

1)Średnia pensja, gdy Donald Tusk we wrześniu 2014 r. uciekał do Brukseli: 3900 zł. W grudniu 2023 r. – 8033 zł. 

2)Najwyższe bezrobocie za waszych czasów – 14,4%. Kiedy przekazywaliśmy władzę w grudniu – 5,1%.

3)Kwota wolna od podatku (PIT) pod waszymi rządami: 3 tys. złotych. Za moich czasów: 30 tys. złotych.",pl,Reply,18,1788,356,207,58028,2024-04-19 17:09:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1780864658267623744',"Kiedy obecny, koalicyjny rząd zdecydował się zakończyć stosowanie 0% stawki VAT na żywność od 1 kwietnia tego roku, zapewniano nas, że konkurencja na rynku zapobiegnie wzrostom cen. Nie będzie drożej, wolny rynek sam się wyreguluje…

Takie były oczekiwania. A jak wygląda rzeczywistość?

Po 2 tygodniach Polacy już odczuwają w portfelach ciężar tych decyzji i prognoz znakomitych rządowych fachowców. W tym czasie ceny podstawowych produktów żywnościowych wzrosły średnio o 5,1%.

@pisorgpl przewidziało, że tak będzie. Ale my nie krytykujemy dla samej krytyki - jak to przez 8 lat robili przedstawiciele rządzącej koalicji. Działamy i proponujemy skuteczne rozwiązania. 

Już na początku kwietnia złożyliśmy projekt ustawy, który przedłużałby 0% VAT na żywność do końca roku. Rząd Donalda Tuska jednak odmawia, mimo że ciężar podwyżek najbardziej odczują mniej zamożne rodziny, które na żywność wydają nawet do 50% swojego budżetu. Dalsze podwyżki nie tylko uderzą w domowe budżety, ale również spowodują kolejne fale inflacji.

Czasu na działanie jest coraz mniej - bo już od 1 lipca czekają nas kolejne finansowe “atrakcje” w postaci podwyżek cen prądu. Czy portfele Polaków to wytrzymają? I czy rząd w ogóle to obchodzi? 

Może powinni dopisać gdzieś drobnym druczkiem “*reklamacji nie uwzględnia się?”
🍞🥩🥬📈🧾",pl,Tweet,10,1370,457,583,106469,2024-04-18 09:43:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GLbm1NeXEAApA7u.jpg
'1780697313159303201',"Premier polskiej biedy już niszczy!

Levis, Magneti Marelli, Neonet i wiele innych firm zgłosiły w ostatnich miesiącach zamiar redukcji zatrudnienia w Polsce. Za każdą z tych suchych informacji kryją się dramaty polskich rodzin, tracących źródło dochodu i perspektywę spokojnego życia. Trzeba na to reagować! Nie można udawać, że problemu nie ma! 

W 2015 roku, gdy zostawałem wicepremierem odpowiedzialnym za rozwój, bezrobocie w Polsce wynosiło blisko 10%, a 1,5 mln ludzi pozostawało bez pracy. Pod koniec 2023 roku, kończąc swoją misję jako premier, poziom bezrobocia wynosił 5%, a bez pracy pozostawało o połowę mniej osób niż 8 lat wcześniej. Tak ogromna redukcja bezrobocia nie byłaby możliwa gdyby nie odpowiednia polityka gospodarcza i stworzenie warunków do rozwoju firm w Polsce. 

Przez ten okres chroniliśmy miejsca pracy w ekstremalnie trudnych czasach. Pandemia, kryzys energetyczny czy inflacyjny, związany z agresją rosyjską na Ukrainę - to największe wyzwania, z którymi przyszło się nam zmierzyć. Mimo wszystkich przeciwności zbudowaliśmy mechanizmy, które również w okresie wstrząsów zabezpieczały miejsca pracy. Pokonaliśmy najgorszą plagę III RP, jaką było galopujące bezrobocie. 

Nie bałem się podejmować decyzji, kiedy było trzeba uruchamialiśmy programy w BGK, PFR czy kolejne tarcze. 

Dziś widzimy, że grozi nam powrót do niedobrych  czasów. Powrót do zmory III RP czyli BEZROBOCIA. Brak tarcz ochronnych, podwyżki cen energii - na te procesy polski rząd ma realny wpływ. Dlatego czas na zdecydowane działania, a nie rzucenie kolejnych tematów zastępczych!

Polsce potrzebna jest ustawa tarczowa, która tak jak nasze tarcze antykryzysowe pomoże pracownikom i firmom w trudnych okresach. Wzywam obecny rząd do dynamicznej pracy nad takimi rozwiązaniami. Czas wziąć się do roboty, na szali jest przyszłość tysięcy Polaków!

Jestem gotowy do wspólnej pracy nad rozwiązaniami, które ochronią rynek pracy w Polsce!",pl,Tweet,130,3583,1252,1982,399800,2024-04-17 22:38:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GLZOwcDaQAA-G25.jpg
'1780624619508048289',"Z Premier @GiorgiaMeloni rozmawialiśmy w Brukseli o bezpieczeństwie, protestach rolników czy konfiguracjach politycznych po wyborach do PE.  

Stoimy dziś przed wielkimi wyzwaniami, dlatego potrzebujemy spójnej polityki i trzeźwego spojrzenia Europy na rzeczywistość. https://t.co/aAF43NIpAi",pl,Tweet,15,2293,537,399,83879,2024-04-17 17:49:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GLYMpdJWkAAhdyn.jpg
'1780512617565508056',"The EU's new migration pact is not legally enforceable and would be a disaster for the bloc. 
The Polish government should take the matter to court to prove that Warsaw cannot be forced to accept relocated asylum-seekers.
🎙More in my interview for @dwnews here➡️ https://t.co/zfDyoeiKDZ
@pisorgpl_EN",en,Tweet,8,580,191,84,22250,2024-04-17 10:24:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GLWcytKWwAAdEu2.jpg
'1780496716388766092',"""It takes two to tango.""
More about my visit to Brussels in @POLITICOEurope 
LINK➡️ https://t.co/IpiMZpeAe9 
@pisorgpl_EN https://t.co/ZXEJkMByJX",en,Tweet,10,430,136,102,27924,2024-04-17 09:21:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.politico.eu/article/mateusz-morawiecki-refuse-rule-out-single-far-right-group-eu-parliament-ecr-id/,photo,https://pbs.twimg.com/media/GLWWWCKXMAAc7U-.jpg
'1780303219060600945',"Panie Donaldzie widzę, że forma spada, bo manipulacje coraz słabsze. Proponuję, żeby zamiast szukaniem poklasku w mediach społecznościowych zajął się Pan zamykanymi w Polsce fabrykami o których głośno ostatnio w mediach. 

A przy okazji: czy Pana urzędnicy nauczyli się już załączać odpowiednie mapki ws. CPK czy dalej będziecie robić z Polaków głupków?",pl,Reply,20,5297,904,755,174499,2024-04-16 20:32:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1780289674910535882',"Nawet nie zgadzając się z poglądami, kwestią wolności jest prawo do ich głoszenia.",pl,Tweet,6,948,226,196,53995,2024-04-16 19:38:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1780211730129338588',"W Polsce przeciwko paktowi migracyjnemu głosowało 10 mln ludzi. 
Polacy w zdecydowany sposób mówią STOP nielegalnej imigracji. 
🇵🇱🛡
Niestety, premier @donaldtusk postanowił zignorować ich głosy i referendum. 
Wzywam go, by zawetował pakt migracyjny, ponieważ ma do tego podstawę prawną w postaci konkluzji Rady Europejskiej, o które walczył rząd @pisorgpl. 
Tego wymaga dziś bezpieczeństwo Polski i całej Europy!",pl,Tweet,17,2040,681,652,103817,2024-04-16 14:28:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GLSSt_-X0AAsKjm.jpg
'1780167178513264813',"Nielegalna imigracja to wielki problem całej Europy. 

Przyjęty przez @Europarl_EN/@Europarl_PL  - przy poparciu przedstawicieli obecnej koalicji rządowej, Pakt Migracyjny nie jest rozwiązaniem tego problemu, tylko dolewaniem oliwy do ognia! 
🇵🇱🛡🇪🇺
Dziś jestem w Brukseli, by głośno o tym mówić i bronić interesów i bezpieczeństwa Polski. 

Już o 12:00 zapraszam na krótki briefing prasowy na ten temat, a o 16:00 na transmisję konferencji.

LINK➡️ https://t.co/5eETNhU2hJ

@pisorgpl",pl,Tweet,12,1398,406,498,74797,2024-04-16 11:31:43,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GLRsY2jWUAAwmo-.jpg
'1779912524608974897',"Z żalem przyjąłęm wiadomość o śmierci Prof. Jadwigi Staniszkis. Jako wybitna socjolog, nauczycielka i autorka, zainspirowała wielu swoim życiem pełnym pasji do nauki.",pl,Tweet,3,781,98,80,42797,2024-04-15 18:39:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1779842970604413096',🔴 Wyzwania i perspektywy rynku mieszkaniowego - debata Zespołu Pracy dla Polski https://t.co/y0uR8rst8X,pl,Retweet,5,175,64,44,16270,2024-04-15 14:03:26,"<a href=""https://periscope.tv"" rel=""nofollow"">Periscope</a>",,https://twitter.com/i/broadcasts/1nAJEaRNZeZJL,,
'1779755401489084581',"🏠🎤 Już dziś o 14:00 debata o mieszkalnictwie! 🎥

Zapraszam na kolejne spotkanie w ramach Zespołu Pracy dla Polski @pisorgpl.

📡 TRANSMISJA NA ŻYWO NA FACEBOOKU, TWITTERZE I YOUTUBE🎙

Do zobaczenia! https://t.co/kmHFZsckXm",pl,Tweet,6,404,141,203,36714,2024-04-15 08:15:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GLL2GDiW4AABfNZ.jpg
'1779487814041665619',"Sytuacja na arenie międzynarodowej staje się coraz bardziej dynamiczna. Widzimy to na Ukrainie, Bliskim Wschodzie, a niedługo być może w rejonie Pacyfiku. Doświadczenia historyczne wskazują, że aspirujące państwa – jak Polska🇵🇱 – muszą szukać potężnych sojuszników, a jednocześnie budować własny potencjał obronny, pozwalający na konfrontację z agresorem.

Zmasowany ostrzał Izraela🇮🇱 przez Iran🇮🇷, regularne bombardowania UA🇺🇦 przez RU🇷🇺 i pozostałe współczesne wojny pokazują dziś jasno – to obrona powietrzna jest priorytetem! 

Ryzyko wojny wzrasta, sytuacja staje się coraz bardziej poważna. Dlatego jako państwo musimy w trybie natychmiastowym zwiększyć poziom obrony powietrznej RP, także na jej niższych piętrach, jak Narew czy Pilica. 

Nasi znakomici lotnicy mogą skutecznie chronić życie żołnierzy i obywateli oraz dbać o ciągłość działania infrastruktury. Dlatego zamówiliśmy najnowocześniejsze myśliwce F-35. 
Rosjanie pokazali po 2022 r., że nie zawahają się masowo używać dronów i pocisków rakietowych aby uderzać nie tylko w wojsko, ale również ludność cywilną. Dla nich nie ma żadnych granic, musimy o tym pamiętać w każdym momencie.

Zostawiliśmy budżet, który umożliwił wydatki na obronność Polski🇵🇱 najwyższe w NATO (ok.4%). 
Nie zmarnujcie tego. 

Dość jałowych kłótni, dość kreowania tematów zastępczych! To nie czas na zabawę w piaskownicy, panie i panowie będący u władzy. 
Bezpieczeństwo Polski jest najważniejsze! 
To dla was prawdziwy egzamin dojrzałości.",pl,Tweet,35,1814,424,423,156374,2024-04-14 14:32:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1779220922177556800',"Zwycięstwo @PiSorgpl w wyborach samorządowych to wyraźny sygnał, że Polacy chcą pozostać na drodze zrównoważonego rozwoju i dynamicznej budowy lepszego życia!

Przed nami kolejne kroki.

Już za tydzień głosujmy na kandydatów popieranych przez Prawo i Sprawiedliwość w II turze wyborów samorządowych! 🗳️
Zaraz potem ruszamy po dziesiąte zwycięstwo z rzędu – w wyborach do Parlamentu Europejskiego 🇪🇺!

Te wybory będą arcyważne, ponieważ zadecydują o sprawie naszej niezależności na najbliższe lata i dekady! 

Wspólnie walczymy o silną reprezentację obrońców polskiej racji stanu! 
💪🏻🇵🇱",pl,Tweet,11,1139,315,320,50581,2024-04-13 20:51:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/GLEP_iFWQAAtH6O.jpg,https://pbs.twimg.com/media/GLEP_iFWgAAeOuL.jpg,https://pbs.twimg.com/media/GLEP_iGW0AAyx0D.jpg"
'1779169209408229584',"➡️ To z winy PO pieniądze z KPO nie wpłynęły do Polski przez 1,5 roku. 

To my na przełomie maja i czerwca 2022 r. przyjęliśmy ustawę, na podstawie której mamy teraz szansę na KPO. A te pieniądze, które już wpłynęły w ramach choćby RePower EU, wpłynęły dzięki nam. https://t.co/EOxdI0Mvso",pl,Tweet,21,1501,422,1257,188565,2024-04-13 17:26:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/1779168211344269312/vid/avc1/720x1280/zOtYyMxehHUE_NSm.mp4?tag=14
'1779066877727093244',"Budujmy Polskę wspólnie! 
Potrzebujemy zgody i współpracy ponad politycznymi podziałami.  
Jak wrócimy do władzy zaproponuję opozycji współudział w zarządzaniu ponadkadencyjnymi projektami takimi jak @CPK_PL. 
Chciałbym, żebyśmy zakończyli raz na zawsze wojnę polsko-polską w strategicznych kwestiach.🤝
Więcej w mojej rozmowie z @KZiemiec  w @GoscZiemcaRMF📻🎙⤵️
https://t.co/GFfc7iNEzN",pl,Tweet,15,1175,259,754,106796,2024-04-13 10:39:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GLCDxm6WAAAfCFP.jpg
'1778784168156999864',"Omyłkowo zagłosowałem za odrzuceniem dalszych prac nad projektem dotyczącym kompromisu aborcyjnego.
Zgodnie z moimi wcześniejszymi deklaracjami jestem zwolennikiem dalszych prac nad tym projektem.",pl,Tweet,219,1820,172,2768,1127722,2024-04-12 15:56:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1778746514824663412',"3 miesiące. 15 dni pracy. I srebrny przycisk za 100k subów na @YouTube!
Gratulacje @szymon_holownia i @donaldtusk. 
Koalicja Odpoczywająca. https://t.co/AqJlNMU7fK",pl,Tweet,35,2246,330,315,140997,2024-04-12 13:26:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GK9fbGOXYAAnLln.jpg
'1778315677213802852',Premier Schrödingera. Bierze i nie bierze odpowiedzialności. https://t.co/9xf5wCofu7,pl,Tweet,271,4820,1156,462,269726,2024-04-11 08:54:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/ext_tw_video/1778315496678367232/pu/vid/avc1/1280x720/gLD3l8A1KcDz81rN.mp4?tag=12
'1778103371955646628',"Aktualna koalicja rządząca wysłała do Brukseli ludzi, którzy dziś głosowali za paktem migracyjnym. Wstydźcie się. Szkodzicie Polsce i Polakom.",pl,Tweet,19,3713,868,657,146899,2024-04-10 18:50:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1777986773940879507',"10 kwietnia 2010 roku, w Katastrofie Smoleńskiej zginęło 96 osób. Polska straciła swojego Prezydenta i Pierwszą Damę, oraz wielu wybitnych polityków, działaczy, intelektualistów, duchownych, wojskowych. 

Wywodzili się z różnych opcji. Różne były też ich drogi życiowe, poglądy, osiągnięcia. Ale wszyscy zginęli razem służąc Polsce.
Pamiętajmy o ich ofierze. 

Obchodźmy ten dzień z szacunkiem, zjednoczeni wokół wspólnego celu, który przyświecał również tym, którzy 14 lat temu polecieli do Katynia, by oddać hołd tysiącom polskich obywateli wymordowanym przez Sowietów w tej ludobójczej zbrodni. 

Cześć Ich Pamięci!
🇵🇱",pl,Tweet,10,1909,455,283,68147,2024-04-10 11:07:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/GKytelCWgAAqwDj.jpg,https://pbs.twimg.com/media/GKytelIXQAA7z8f.jpg"
'1777699803993968954',"Prawo i Sprawiedliwość zwycięzcą wyborów samorządowych 2024 w 166 powiatach! 
🇵🇱
Cieszymy się i pracujemy dalej! Dla naszych małych ojczyzn i dla tej największej - Polski! 
🇵🇱
@pisorgpl",pl,Tweet,31,2006,530,391,98264,2024-04-09 16:07:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1777653299883200882',"Zachęcam do obejrzenia mojej dzisiejszej rozmowy w Graffiti @PolsatNewsPL, w której mówiłem https://t.co/UB8Yo8ahJr. o zwycięskich wyborach samorządowych @pisorgpl. 
To najlepszy wynik od 2️⃣5️⃣ lat! 
LINK➡️ https://t.co/eQXifGyQ3w https://t.co/toCTjl0M1G",pl,Tweet,1,516,162,124,20589,2024-04-09 13:02:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,"http://m.in,https://www.polsatnews.pl/wideo-program/graffiti-mateusz-morawiecki_6834501/",photo,https://pbs.twimg.com/media/GKt-Ag-W4AAkiYI.jpg
