tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1800233032244506961',"Dzisiaj kończymy konkurs, w którym ktoś z Was zostanie naszym wysłannikiem na Euro 2024. Szczegóły pod tym linkiem: https://t.co/VewHKCzkCM

Uwaga, nie trzeba nic umieć:)

#reklama",pl,Tweet,1,36,0,12,55930,2024-06-10 20:26:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#reklama,https://oferty.rocketjobs.pl/ElOMu72,,
'1800220185590223109',"Dzisiaj ostatni test przed EURO, w którym Polska zmierzy się z Turcją. Nowi gracze w https://t.co/hpHBdyT0Hv mogą postawić dzisiejszy mecz bez ryzyka.

Zasady: zarejestruj się przez poniższy link, wpłać 50 zł i postaw swój 1 zakład. Jeśli trafisz to wygrana jest twoja, a jeśli się nie uda to otrzymujesz zwrot całej kwoty w gotówce.

https://t.co/QCLaqTzOZC

#reklama, +18",pl,Tweet,2,86,2,30,104851,2024-06-10 19:35:13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,http://Fuksiarz.pl,,
'1800196781692813513',"Z uwagi na mecz, dzisiaj wcześniej. Zaczęli.

https://t.co/uLFnqVi3Bf",pl,Tweet,1,192,9,11,79213,2024-06-10 18:02:13,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=oh-EV2juVP8,,
'1800175613971730493',"RT @OficjalneZero: Już o godzinie 18:00 kolejny odcinek @GroundZeroPL!

Czy wojna o Tajwan jest nieunikniona? Jakie nastroje panują wśród Tajwańczyków? O tym porozmawiają Generał Rajmund T. Andrzejczak i Sławomir Dębski.

Zapraszamy!
https://t.co/UsosqcAWTR https://t.co/XLEs13qKge",pl,Retweet,1,216,11,11,43251,2024-06-10 16:38:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://www.youtube.com/watch?v=oh-EV2juVP8,video,https://video.twimg.com/amplify_video/1800175544815767552/vid/avc1/1080x1920/MMRV352QBYFLmeof.mp4?tag=16
'1799924699943625096',"Dla kogo istnieje lewica to wiem - jest wiele osób o takich poglądach. Ale dla kogo istnieje partia Lewica to już pewna zagadka, bo okazuje się, że ani dla młodych, ani dla starych, ani dla kobiet, ani dla mężczyzn. Chyba największy rozjazd w polityce pomiędzy ogólną ideą a jej polską wersją i realizacją.",pl,Tweet,156,8385,337,489,637214,2024-06-10 00:01:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1799928132016976207',"Jest to o tyle zaskakujące, że moim zdaniem nie ma nic łatwiejszego niż bycie lewicą w dzisiejszych czasach. Tylko trzeba trzymać przekaz w ryzach, żeby nie posunąć się o krok za daleko i nie popaść w śmieszność i groteskę. Co okazuje się najwyraźniej za trudne.",pl,Reply,16,3753,44,92,228035,2024-06-10 00:14:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1799871567800786951',"ZACZYNAMY!

https://t.co/gUALujuZ82",pl,Tweet,2,244,6,79,108321,2024-06-09 20:29:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=89MhIOQJzSc,,
'1799779208681656675',"Niesamowite. @lis_tomasz zarzuca komuś ""taniec na trumnach"". Cztery lata temu z okazji wyborów wrzucał zdjęcie... trumny.",pl,Tweet,52,5202,473,328,345579,2024-06-09 14:22:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799807957334729117',"@lis_tomasz Panie Tomaszu, przepraszam, ale wydaje mi się, że dostatecznie pana dziś skompromitowałem, jak na zwykłą niedzielę. Dręczenie kogoś nie przynosi mi frajdy. Do zobaczenia jutro na Twitterze, poniedziałek to też dobry dzień na nową odsłonę pańskich zmagań z logiką i samym sobą.",pl,Reply,5,1721,52,90,35882,2024-06-09 16:17:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1799799735425061050',"RT @OficjalneZero: Wieczór wyborczy z „Mazurek &amp; Stanowski” startuje już o 20:30.

Panowie skomentują wyniki wyborów do Parlamentu Europejskiego.

Zapraszamy!
https://t.co/3ZiSoenNI1 https://t.co/drjl5Y8xvO",pl,Retweet,1,475,38,71,81587,2024-06-09 15:44:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=89MhIOQJzSc,photo,https://pbs.twimg.com/media/GPosJWNXcAAdeth.jpg
'1799800859116884295',"Mój młodszy syn ma urodziny tuż przed Świętami Bożego Narodzenia, przez co nigdy nie miał prawdziwej imprezy urodzinowej z kumplami z przedszkola. No więc od tego roku przenieśliśmy mu przyjęcie urodzinowe na czerwiec. Niech ma 😜 https://t.co/M2mOqo5pAt",pl,Tweet,115,15788,79,483,690025,2024-06-09 15:48:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GPotVWoWEAA6cQz.jpg
'1799804093877428456',@rekin_finansow Dlatego go nie zapraszamy.,pl,Reply,34,13439,68,84,84234,2024-06-09 16:01:49,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799782510559469603',"Trzeba mieć talent, żeby dorobić taką historię do otwarcia budy z mięsem na wynos.",pl,Tweet,300,7391,132,429,734523,2024-06-09 14:36:03,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799720756852756844',"Przyznajcie, że jest to dość paskudna niezręczność. Pójść z dziennikarza na rzecznika @MSZ_RP i relacjonować, jak twój szef zarządza kryzysem wywołanym zabiciem żołnierza nożem, podczas gdy się z takiego noża nabijałeś. https://t.co/lliggiqpys",pl,Tweet,175,7281,1393,389,337168,2024-06-09 10:30:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPnj1Q-XMAA2tUv.jpg
'1799781487245676721',@jarek05888219 @lis_tomasz @MSZ_RP Ta dziewczyna też tak uważała.,pl,Reply,0,230,1,7,5924,2024-06-09 14:31:59,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799776783912640518',"Za nami półfinały Pucharu Tymbarku. Jutro na Narodowym finały. Gratulacje dla dziewczyn z Nadarzyna, Sierakowa, Brzegu, Chorzowa oraz chłopaków z Gdańska, Olsztyna, Warszawy i Leszna. https://t.co/cwQ96zzAen",pl,Tweet,2,363,4,20,82945,2024-06-09 14:13:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/GPoXcF2XYAAKOV3.jpg
'1799771417556271319',"@JanuszPolsky @lis_tomasz @MSZ_RP Próbowałeś już uciszać temat powołując się na ciszę wyborczą, teraz z uwagi na rzekome wyższe wartości. To nie działa. Ale spokojnie, wrzuć jakieś zdjęcie, że Kaczyński jest kurduplem i też ci zapłacą.",pl,Reply,1,550,7,21,15724,2024-06-09 13:51:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799768768496935409',@lis_tomasz @MSZ_RP Człowiek od wsadzania palców w spodnie makijażystki to prawdziwy ekspert od niezręczności.,pl,Reply,8,3499,167,138,55083,2024-06-09 13:41:27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799521010351210526',"Jak niesprowokowany człowiek, na własne życzenie, może z siebie zrobić takiego debila? 😂",pl,Tweet,71,5891,445,653,397770,2024-06-08 21:16:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799729271088488666',@leszekzsport Jakby ci to powiedzieć... Kopernik odkrył co innego.,pl,Reply,0,153,2,3,5163,2024-06-09 11:04:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1799716900005388591',"Gość jeszcze dyskutuje.

Przecież to całkowicie oczywiste, że za niszczenie instalacji wojskowych na granicy powinien zostać od razu zatrzymany. Tymczasem zamiast wyroku dostał łamy Wyborczej.

Państwo z kartonu.

Jeśli politycy mówią, że mamy do czynienia z wojną hybrydową to nie jestem w stanie zrozumieć pobłażliwości dla tych, którzy w tej wojnie uczestniczą aktywnie na rzecz drugiej strony.",pl,Tweet,228,7358,1155,284,636786,2024-06-09 10:15:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPngWjvWUAAxEQr.jpg
'1799723147983249481',"W ogóle to jest ciekawa historia. Facet rozcina instalacje wojskowe na granicy i opowiada o tym w gazecie, jego żona - Ludmiła Kozłowska - została w 2018 roku wydalona z Polski przez służby z powodu zagrożenia dla bezpieczeństwa narodowego. 13 grudnia 2023 sąd pierwszej instancji anulował ten zakaz. Był to Wojewódzki Sąd Administracyjny w Warszawie, którego sędzia w tamtym czasie był Tomasz Szmydt.",pl,Reply,270,7251,1281,245,421263,2024-06-09 10:40:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1799720756852756844',"Przyznajcie, że jest to dość paskudna niezręczność. Pójść z dziennikarza na rzecznika @MSZ_RP i relacjonować, jak twój szef zarządza kryzysem wywołanym zabiciem żołnierza nożem, podczas gdy się z takiego noża nabijałeś. https://t.co/lliggiqpys",pl,Tweet,175,7281,1393,389,337168,2024-06-09 10:30:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPnj1Q-XMAA2tUv.jpg
'1799521010351210526',"Jak niesprowokowany człowiek, na własne życzenie, może z siebie zrobić takiego debila? 😂",pl,Tweet,71,5891,445,653,397770,2024-06-08 21:16:57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799500875150303700',Podstawianie Szatanicy mikrofonu to intelektualne znęcanie się nad niczego nieświadomą ofiarą.,pl,Tweet,324,9916,840,550,544065,2024-06-08 19:56:56,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799459039006671333',"@m_turski Nie przyszło ci do głowy ani razu, że akurat ty nie powinieneś wrzucać takich komentarzy?",pl,Reply,26,2824,6,120,200283,2024-06-08 17:10:41,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799456470150348815',"Pamiętam, że w którymś Kwartalniku Sportowym zrobiliśmy całą sekcję tenisa i był tam duży materiał z pytaniem przewodnim: czy Iga Świątek może być najlepszą tenisistką w historii? Pytanie zyskuje na aktualności.",pl,Tweet,4,551,4,55,164615,2024-06-08 17:00:29,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799448478721986748',"RT @WeszloCom: Iga nie miała litości. Gdy weszła na swój poziom, nie dała Jasmine Paolini choćby cienia nadziei na wygraną.

Polka we Francji to final boss, nie ma w kobiecym tenisie większego wyzwania, niż mecz z nią w Paryżu.

CZWARTY TRIUMF WE FRENCH OPEN! 🏆🏆🏆🏆

https://t.co/G9uCLUDNzB",pl,Retweet,0,397,11,5,219107,2024-06-08 16:28:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://weszlo.com/2024/06/08/iga-swiatek-jasmine-paolini-roland-garros-final/,,
'1799441655428206888',"Dopiero co miał wdeptywać Putina w ziemię, a tu kolejna wypowiedź paraliżująca służby mundurowe.",pl,Tweet,307,9644,1450,911,486709,2024-06-08 16:01:37,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799453665901830337',@JanuszPolsky Nie powinieneś oddychać w czasie ciszy wyborczej.,pl,Reply,2,789,3,17,12701,2024-06-08 16:49:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1799435414698151953',"RT @Dorota_Liszka: Na obiektach Hutnika Warszawa trwa pierwszy dzień finału ogólnopolskiego XXIV edycji #PucharTymbarku. Jutro poznamy drużyny, które zagrają w wielkim finale na Stadionie Narodowym. https://t.co/d4W0Gf3WhG",pl,Retweet,1,41,3,1,39922,2024-06-08 15:36:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#PucharTymbarku,,photo,"https://pbs.twimg.com/media/GPjgfL6WgAA978O.jpg,https://pbs.twimg.com/media/GPjgUAyXEAA99FY.jpg"
'1799428960813740258',"30 osób jest dzisiaj na Roland Garros wraz z Weszło Travel.

@WeszloTravel https://t.co/qafDmRzJUn",pl,Tweet,9,1768,8,60,173078,2024-06-08 15:11:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPja3yuXAAAKNaZ.jpg
'1799379136772980950',"Tutaj nitka ze wszystkimi skandalicznymi wypowiedziami na temat żołnierzy, sytuacji na granicy i z dowodami na całkowite niezrozumienie sytuacji.

Ja zaczynam, Władysław Frasyniuk. Czekam na wasze propozycje. https://t.co/IMnWUmoamu",pl,Tweet,1020,12267,2323,971,832157,2024-06-08 11:53:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPitwPcWYAAMNvP.jpg
'1799372025007624605',Zajrzałem w komentarze pod wczorajszym filmem. https://t.co/BYuRPHG6Dw,pl,Tweet,147,8213,1183,318,346703,2024-06-08 11:24:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPinRJZWIAAXQQ7.jpg
'1799179502917976235',"ZAPRASZAM, PIŁECZKA.

https://t.co/Bjya832oSG",pl,Tweet,2,113,3,29,89649,2024-06-07 22:39:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=TISvfqaNfPE,,
'1799147767387795799',"Zaraz mecz z Ukrainą. Nowi gracze w https://t.co/hpHBdyT0Hv mogą obstawić wynik bez ryzyka.

Zasady:
- Zarejestruj się przez poniższy link
- wpłać 50 zł i postaw swój pierwszy zakład

Jeśli trafisz to wygrana jest twoja, a jeśli się nie uda to otrzymujesz zwrot całej kwoty.

https://t.co/QCLaqTzOZC

#reklama, +18",pl,Tweet,4,82,3,43,99506,2024-06-07 20:33:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,http://Fuksiarz.pl,,
'1799139348635435219',"Zaczynamy.

https://t.co/7oSaWW0slD",pl,Tweet,2,342,28,46,83910,2024-06-07 20:00:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=d4NUWFIE98Q,,
'1799132060545933584',"Ulało mi się.

Politycy, celebryci, aktorzy... Cała ta hałastra, która ma na rękach śmierć 21-letniego żołnierza.

https://t.co/2j69IWXyZt",pl,Tweet,392,11545,1954,1194,503010,2024-06-07 19:31:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://www.youtube.com/watch?v=Ntlcs2pd1OA,,
'1799082098172850399',"W Kanale Zero podczas Euro 2024 będzie zatrzęsienie gości, ale najczęściej rozmawiać będziemy w takim gronie. Do ekipy na czas turnieju dołącza były selekcjoner Czesław Michniewicz. Programy oczywiście codziennie. https://t.co/l1T6vpIiAt",pl,Tweet,26,2210,35,420,339153,2024-06-07 16:12:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPefkh6bcAIPHYk.jpg
'1799090075734610399',@siajgazz Szpakowski ma u nas innego rodzaju program. Nie o Euro 2024.,pl,Reply,1,90,0,5,15898,2024-06-07 16:44:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1799082098172850399',"W Kanale Zero podczas Euro 2024 będzie zatrzęsienie gości, ale najczęściej rozmawiać będziemy w takim gronie. Do ekipy na czas turnieju dołącza były selekcjoner Czesław Michniewicz. Programy oczywiście codziennie. https://t.co/l1T6vpIiAt",pl,Tweet,26,2210,35,420,339153,2024-06-07 16:12:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/GPefkh6bcAIPHYk.jpg
'1798968206843077116',"Czy te gale polegają na tym, że regularnie sprzedaje się bilety na wydarzenia, które nie dochodzą do skutku? W innej organizacji ostatnio nie odbyły się cztery z zapowiadanych walk.

To ja zapraszam do zakupu biletów na walkę Messiego z Ronaldo. Jak się coś wysypie to zawalczy Kuba Kosecki.",pl,Tweet,24,2918,23,277,709038,2024-06-07 08:40:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1798844229286019396',"Dla Ciebie, Paweł. https://t.co/Enix5gXxzf",pl,Tweet,62,815,9,67,188653,2024-06-07 00:27:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,video,https://video.twimg.com/ext_tw_video/1798844112701136896/pu/vid/avc1/720x1280/CQdZ878wbFnXmIZ5.mp4?tag=12
'1798800070231593088',@szymon_holownia Śmiertelny fikolek.,pl,Reply,20,10005,187,116,200711,2024-06-06 21:32:11,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1798767666829856920',"Muszę wam się przyznać, że jako Kanał Zero codziennie przygotowujemy materiały, które... w ogóle się nie ukazują. Nie są wystarczająco jakościowe. Odrzucamy je. To nie jest tak, że się jakimiś tematami nie zajmujemy, tylko jako młoda organizacja zajmujemy się nimi źle albo bardzo źle. Wkurzam się, ale wolę nie dać nic, niż dać byle co. Jestem rozczarowany naszymi deficytami, ale mam nadzieję, że w ciągu 3-6 miesięcy dojdziemy do właściwego poziomu.",pl,Tweet,59,3025,53,438,485854,2024-06-06 19:23:25,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'1798775827997528082',"A napisałem to, bo jestem wkurwiony. Cały dzień pracy wielu osób na temat granicy i efekt ciągle nie do emisji...",pl,Reply,12,2326,20,205,251942,2024-06-06 19:55:51,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
